,EL CAJON LES,64,138,93,315,141,186,73,259,307,265,313,269,295,308,308,307,293,258,235,223,112,99,121,170,0,315,03
,KEARNY MESA,14,128,157,107,104,137,339,7,353,342,349,328,322,328,335,338,353,351,358,347,325,319,52,65,0,358,18
,OTAY MESA DVN,116,117,11,25,31,114,309,103,109,289,285,290,M,301,288,323,329,318,332,321,2,160,48,92,0,332,18
,PENDLETON,67,63,52,25,71,73,65,68,38,348,312,303,297,293,312,272,281,323,321,314,359,94,351,133,0,359,20
13 SIGTHETA °,ALPINE,29,25,19,47,40,64,22,19,27,26,30,33,33,29,27,26,39,43,27,30,35,30,30,21,31,64,05
,CHULA VISTA,53,38,28,39,28,31,37,35,39,33,39,24,18,19,22,19,21,19,22,53,71,25,64,48,34,71,20
,DOWNTOWN SES,38,38,17,32,18,27,63,59,21,35,28,24,24,26,24,19,21,24,27,21,17,19,52,67,31,67,23
,EL CAJON LES,31,23,34,52,36,34,61,62,28,30,47,27,21,19,21,18,24,34,46,22,28,30,51,37,34,62,07
,KEARNY MESA,23,26,21,10,9,8,25,64,41,16,14,17,14,13,14,12,14,11,13,14,13,42,21,29,20,64,07
,OTAY MESA DVN,64,39,33,25,21,41,55,50,22,35,22,19,M,14,11,13,12,12,12,38,27,42,44,11,29,64,00
,PENDLETON,13,27,23,11,14,23,12,12,21,20,10,16,17,18,14,28,23,13,14,14,27,33,38,56,21,56,23
14 VWSP MPH,ALPINE,2.5,2.3,3.2,1.9,1.1,.8,6.6,5.9,2.5,4.6,<,3.6,4.6,3.6,4.1,3.0,1.9,1.3,2.1,2.9,3.4,4.0,3.1,5.5,.0,6.6,06
,CHULA VISTA,.1,.3,.4,.4,1.0,.6,.3,1.6,2.1,3.0,3.1,5.5,6.8,8.0,5.7,6.5,5.7,4.1,2.2,2.1,.4,1.1,.5,1.5,.0,8.0,13
,DOWNTOWN SES,1.1,.6,.9,.7,1.5,1.2,.2,.6,3.8,3.2,3.2,6.4,7.7,7.0,7.4,7.8,5.7,4.4,2.3,2.8,3.1,3.2,1.3,.8,.0,7.8,15
,EL CAJON LES,.4,.9,1.2,.2,.3,.3,.1,.6,2.4,2.1,2.2,4.0,5.9,6.9,7.3,6.3,4.3,1.6,.8,1.2,1.0,.9,.7,.4,.0,7.3,14
,KEARNY MESA,2.3,2.0,1.8,.8,3.3,2.7,1.1,.4,3.1,7.0,8.5,8.2,11.5,13.7,11.1,9.6,9.0,6.8,6.1,3.1,1.0,1.3,1.8,1.8,.0,13.7,13
,OTAY MESA DVN,.4,2.2,2.0,2.0,1.4,1.3,1.1,14.4,12.1,4.9,6.0,8.4,M,8.3,9.2,8.4,7.9,5.7,6.1,2.8,1.3,1.7,.9,14.7,.0,14.7,23
,PENDLETON,2.3,.8,.3,3.1,2.7,2.8,4.8,5.6,3.5,3.8,9.4,5.8,5.8,4.6,10.0,6.2,5.1,9.0,7.3,2.9,1.2,1.2,1.5,.8,.0,10.0,14
15 SWSP MPH,ALPINE,2.8,2.6,3.4,2.8,1.4,1.7,7.0,6.2,4.5,5.1,<,4.6,5.3,4.3,4.7,3.3,2.4,1.9,2.4,3.4,3.9,4.5,3.7,5.9,3.8,7.0,06
,CHULA VISTA,.1,.4,.5,.9,1.2,.9,1.3,1.8,2.5,3.4,3.7,6.2,7.3,8.5,6.4,6.8,6.1,4.4,2.4,2.3,1.1,1.3,1.0,1.7,3.0,8.5,13
,DOWNTOWN SES,1.3,1.0,1.0,.8,1.6,1.4,.9,1.4,4.0,3.9,4.5,7.0,8.5,7.8,8.0,8.2,6.1,4.8,2.7,3.0,3.3,3.3,1.6,1.2,3.6,8.5,12
,EL CAJON LES,.7,1.2,1.4,.6,.7,1.0,.5,1.0,2.7,2.7,2.9,4.7,7.0,7.4,8.0,6.6,4.7,1.8,1.1,1.3,1.1,1.5,1.2,.9,2.6,8.0,14
,KEARNY MESA,2.5,2.2,1.8,.8,3.3,2.7,1.2,.9,3.5,7.3,8.8,8.9,11.8,14.2,11.8,9.8,9.2,7.0,6.3,3.2,1.0,1.5,1.9,2.0,5.2,14.2,13
,OTAY MESA DVN,.8,2.8,2.3,2.2,1.9,2.6,2.5,15.2,13.2,5.7,6.6,9.0,M,8.5,9.4,8.8,8.1,6.2,6.3,3.4,2.1,2.4,3.8,14.9,6.0,15.2,07
,PENDLETON,2.4,1.1,.3,3.2,2.9,3.2,5.0,5.8,3.8,4.9,9.5,6.1,6.4,4.9,10.3,8.1,5.9,9.2,7.4,3.0,2.5,1.5,1.9,1.8,4.6,10.3,14
16 AMBTEMP °F,ALPINE,82.3,82.0,81.1,80.8,80.2,79.5,80.9,83.1,85.6,85.8,<,90.5,89.9,89.7,88.2,86.1,85.0,84.8,86.4,88.8,88.6,87.9,86.4,85.1,85.2,90.5,11
,CARMEL MT RCH,75.0,75.1,75.2,75.7,75.6,75.9,78.6,81.7,84.5,87.2,88.2,91.6,91.4,88.1,87.9,86.7,86.5,85.7,85.6,84.5,84.5,84.3,84.5,87.8,83.4,91.6,11
,CHULA VISTA,75.3,74.8,74.4,73.8,73.8,74.7,76.4,78.5,81.9,86.4,90.5,90.8,88.3,87.4,90.2,90.3,90.0,89.1,88.0,86.6,85.6,83.6,82.6,82.7,83.2,90.8,11
,DOWNTOWN SES,76.3,76.3,75.7,75.4,75.2,75.4,76.8,79.2,82.2,84.2,90.0,92.1,88.3,86.0,89.6,88.5,88.6,87.7,87.0,86.9,86.3,84.5,84.4,83.8,83.4,92.1,11
,EL CAJON LES,77.7,76.3,76.1,75.6,75.1,74.8,76.9,79.2,82.0,85.5,92.0,96.4,96.7,95.7,92.0,90.4,89.4,88.6,88.2,87.3,86.0,85.2,84.6,84.1,84.8,96.7,12
,KEARNY MESA,75.4,73.9,74.1,74.3,74.3,75.1,78.1,82.4,85.6,85.2,91.2,94.2,92.3,88.4,89.1,87.9,87.2,86.3,86.3,85.8,85.1,84.0,84.1,84.5,83.5,94.2,11
,OTAY MESA DVN,76.8,77.6,76.0,76.3,75.6,76.9,77.4,85.8,89.9,90.4,93.6,94.1,M,88.8,88.5,89.5,89.2,88.5,87.8,85.4,84.4,84.2,84.9,91.9,84.9,94.1,11
,PENDLETON,74.5,74.1,74.0,73.0,72.8,73.0,74.5,77.5,82.6,86.3,83.2,83.6,82.4,82.4,83.7,80.7,80.6,82.4,84.5,81.1,81.2,82.3,81.1,80.1,79.7,86.3,09
17 RELHUM %,ALPINE,35,32,38,45,42,45,44,43,37,37,<,32,35,37,40,43,43,42,38,32,32,34,38,39,38,45,03
,EL CAJON LES,76,81,82,79,79,80,73,62,60,53,38,32,32,33,36,37,38,40,41,42,45,46,47,47,53,82,02
,KEARNY MESA,90,85,85,85,85,85,79,66,57,64,46,40,41,48,46,45,48,52,52,51,52,54,53,51,61,90,00
18 PRES mmHg,EL CAJON LES,746,746,746,746,746,746,746,746,745,744,744,743,742,741,741,740,740,739,739,739,739,739,739,738,743,746,00
,KEARNY MESA,747,747,747,747,747,747,747,747,747,746,745,744,743,743,742,742,741,741,740,740,740,740,740,739,744,747,00
19 SOLAR W/M2,EL CAJON LES,-5,-5,-5,-4,-4,5,69,96,165,247,413,610,245,368,215,115,90,9,-4,-4,-4,-3,-4,-3,108,610,11
,KEARNY MESA,0,0,0,0,0,13,98,175,153,310,569,641,379,556,333,137,80,21,0,0,0,0,0,0,144,641,11
20 UVRAD W/M2,EL CAJON LES,0,0,0,0,0,1,5,7,11,17,26,35,17,23,14,8,7,1,0,0,0,0,0,0,7,35,11
25 NOY,EL CAJON LES,8.05,8.05,7.76,8.86,11.56,C,C,15.59,25.55,16.28,9.42,5.86,6.41,6.90,5.77,4.85,5.23,6.65,8.04,10.10,10.11,8.53,8.23,8.16,9.36,25.55,08
26 NOY-NO,EL CAJON LES,8.05,8.03,7.74,8.85,11.11,C,C,12.84,19.45,13.88,8.26,5.38,6.00,6.43,5.30,4.59,4.96,6.27,7.96,9.99,10.12,8.28,8.09,8.04,8.61,19.45,08
27 NO Trace,EL CAJON LES,.00,.01,.01,.01,.44,C,C,2.75,6.09,2.40,1.15,.48,.40,.46,.47,.26,.27,.37,.08,.10,.00,.24,.13,.11,.73,6.09,08
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.1,.2,.2,.2,.2,.2,.2,.2,.1,.1,.1,.1,.1,.1,.1,.1,.1,.1,.2,08
29 CO Tr PPB,EL CAJON LES,243.8,233.7,C,C,C,345.5,361.8,404.5,581.8,407.2,255.4,176.1,224.6,245.2,203.2,187.5,189.1,208.1,233.6,293.2,313.8,261.4,251.2,257.4,279.9,581.8,08
BCarbon ug/m3,10TH AVE MARINE TERM,<,<,<,<,<,<,.81,2.07,3.72,2.35,2.86,2.40,1.17,1.40,.58,.45,.32,.37,.68,.82,.74,1.98,1.69,1.25,1.43,3.72,08
,BOSTON AVE,1.49,1.26,.92,1.03,1.23,1.11,1.65,2.72,2.81,3.26,2.44,1.84,1.21,1.12,.64,.60,.53,.53,.65,.83,.60,.69,.72,.88,1.28,3.26,09
,CHICANO PARK,.78,.82,.70,.52,1.74,1.14,1.44,1.80,2.20,2.60,2.42,1.47,.99,.89,.48,.52,.44,.39,.44,.71,.45,.74,.74,1.45,1.08,2.60,09
,DOWNTOWN SES,.88,1.10,1.22,.99,.97,1.43,1.54,2.21,2.63,2.44,2.12,1.87,1.26,1.04,.56,.42,.40,.41,.45,.70,.53,.76,.73,.77,1.14,2.63,08
,OCEANVIEW BLVD,1.12,.77,.42,.50,.64,1.02,1.35,1.76,2.05,2.12,1.59,1.46,1.02,.75,.54,.40,.39,.46,.81,.66,.52,.46,.55,.66,.92,2.12,09
,SAN YSIDRO,.27,.31,.59,.72,.74,.90,1.89,2.46,2.18,2.16,1.60,1.21,.74,.54,.45,.46,.39,.38,.58,.59,.64,.66,.49,.52,.89,2.46,07
PM10 STD,ALPINE,<,<,<,<,<,<,<,<,<,<,<,<,<,21.6,34.6,36.4,28.0,27.6,33.7,39.3,52.5,42.5,37.0,32.5,35.0,52.5,20
,DOWNTOWN SES,28.5,32.1,29.7,28.8,32.6,34.9,38.1,47.0,55.0,51.0,48.0,46.9,41.8,37.6,31.3,26.7,24.3,25.0,20.7,24.3,20.4,23.5,23.4,24.2,33.1,55.0,08
,EL CAJON LES,28.4,25.4,27.7,26.5,27.0,28.2,28.8,35.0,48.0,41.1,33.1,29.9,30.2,32.3,28.3,26.2,20.8,21.7,25.3,25.1,24.0,28.2,28.2,27.7,29.0,48.0,08
,OTAY MESA DVN,133.3,491.8,182.6,173.0,164.6,310.7,246.4,1769.2,1371.7,60.8,46.2,38.0,57.3,53.7,54.6,36.8,27.2,23.0,21.2,29.9,51.9,151.9,103.1,251.7,243.7,1769.2,07
,PENDLETON,30.9,28.2,27.8,34.1,30.5,31.6,31.9,34.0,31.4,47.8,81.7,67.8,48.4,40.2,50.2,59.7,40.8,40.5,33.5,82.2,118.9,130.2,133.0,113.0,57.0,133.0,22
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
